account,risk_score,is_laundering,community_size,anomaly_score
223641_81118D750,0.06291981,0,3,0.4253909410415995
28629_8081851B0,0.06291944,0,4,0.43008358761116333
235308_8142ECC70,0.062912434,0,4,0.40958968309167043
23146_8084C6710,0.06290951,0,1,0.30907560556867647
1267_8030FE900,0.06290566,0,2,0.38468595326847993
410_801B4F810,0.062903374,0,1,0.31879130236029435
16_804C3C010,0.06289629,0,1,0.3077148427632307
21_803F59C10,0.0628926,0,2,0.41625629047362644
220572_8080F4500,0.06288942,0,3,0.4670438827913824
29292_80CC4BA40,0.06288659,0,2,0.3949232209131655
215841_806F6FB30,0.062885836,0,3,0.41219640764159493
16224_8041BB0C0,0.06288527,0,1,0.307278176801591
219205_80714A040,0.06288457,0,1,0.3296634400630853
19818_8048A2400,0.06287437,0,2,0.5260403383612384
28711_80A51CEE0,0.062863395,0,2,0.39082338215468576
15040_8077F54F0,0.06286336,0,4,0.4356383420248891
18902_812B70260,0.062861964,0,2,0.38845069899001505
24840_80E756210,0.06286156,0,2,0.40904142362511764
10_802BE1880,0.06286147,0,2,0.4054123470098332
1601_80D957950,0.06285796,0,1,0.3430555092881561
1588_8088CCFF0,0.06285796,0,1,0.3430555092881561
7_8063C8E60,0.06285796,0,1,0.34348556029037597
318431_806B1D850,0.06285796,0,1,0.3430555092881561
12_8056321E0,0.06285796,0,1,0.3430555092881561
13154_812234480,0.06285796,0,1,0.3430555092881561
9665_803CC8B50,0.06285796,0,1,0.3430555092881561
10581_803DF3C70,0.06285796,0,1,0.3430555092881561
13157_805783240,0.06285796,0,1,0.3430555092881561
908_80295DC60,0.06285796,0,1,0.3430555092881561
319103_80753C590,0.06285796,0,1,0.3430555092881561
12797_8094D2560,0.06285796,0,1,0.3430555092881561
311056_804418FD0,0.06285796,0,1,0.3430555092881561
39899_803B2BA90,0.06285796,0,1,0.3430555092881561
313278_805C3A010,0.06285796,0,1,0.3430555092881561
213005_8050D5590,0.06285796,0,1,0.34348556029037597
13327_802C3C700,0.06285796,0,1,0.34348556029037597
316904_806B18DE0,0.06285796,0,1,0.34348556029037597
112989_805C38740,0.06285796,0,1,0.3430555092881561
311038_80443F170,0.06285796,0,1,0.3430555092881561
14838_805F29CE0,0.06285796,0,1,0.3430555092881561
333659_80C40BBE0,0.06285796,0,1,0.3430555092881561
313599_8058F7C70,0.06285796,0,1,0.3430555092881561
21745_810F8B4F0,0.06285796,0,1,0.3430555092881561
11813_8104FC7A0,0.06285796,0,1,0.3430555092881561
1674_808D10050,0.06285796,0,1,0.3430555092881561
317395_806EE4190,0.06285796,0,1,0.3430555092881561
313293_805D71760,0.06285796,0,1,0.34348556029037597
11402_804596570,0.06285796,0,1,0.3430555092881561
210575_813C0B7E0,0.06285796,0,1,0.34348556029037597
2053_80260FD30,0.06285796,0,1,0.3430555092881561
314586_805E70190,0.06285796,0,1,0.3430555092881561
6156_803064610,0.06285755,0,3,0.39632207052713536
12561_801C05E50,0.062855884,0,1,0.3080522955029017
220504_807EEA760,0.062855884,0,1,0.3080522955029017
15964_802987030,0.062855884,0,1,0.3080522955029017
2991_801BC1AB0,0.06285458,0,1,0.307278176801591
13327_8034856E0,0.06284922,0,2,0.38271389795746635
123997_810D83620,0.06284676,0,4,0.3363174328665916
36445_80EFB2480,0.06284673,0,1,0.3081311323749535
795_8004E4160,0.062842585,0,4,0.34293555016045457
12561_8018484F0,0.06284212,0,3,0.4506225783997508
318548_806BBDE40,0.06283843,0,1,0.30871806453620454
121987_808856DF0,0.06283843,0,1,0.30871806453620454
330525_80B1E9F30,0.06283843,0,1,0.30871806453620454
1267_8036D7AF0,0.06283843,0,1,0.30871806453620454
313640_805E499B0,0.06283843,0,1,0.30871806453620454
16431_8033D6B70,0.06283843,0,1,0.30871806453620454
21360_8110B8410,0.06283843,0,1,0.30871806453620454
19535_805932810,0.06283843,0,1,0.30871806453620454
1_802ED4C00,0.06283843,0,1,0.30871806453620454
27241_8077A48C0,0.06283843,0,1,0.30871806453620454
17907_80A39A970,0.06283843,0,1,0.30871806453620454
39545_8039F0630,0.06283843,0,1,0.30871806453620454
312940_804C2B990,0.06283843,0,1,0.30871806453620454
123288_809FE8530,0.06283843,0,1,0.30871806453620454
1547_8067F92A0,0.06283843,0,1,0.30871806453620454
13029_804F142A0,0.06283843,0,1,0.30871806453620454
18324_81121AD50,0.06283843,0,1,0.30871806453620454
18049_80F530980,0.06283843,0,1,0.30871806453620454
121303_80D512080,0.06283843,0,1,0.30871806453620454
27954_80E2FC290,0.06283843,0,1,0.30871806453620454
5365_809385A00,0.06283843,0,1,0.30871806453620454
310602_803ED6C50,0.06283843,0,1,0.30871806453620454
39645_80740C020,0.06283843,0,1,0.30871806453620454
130425_80C26C580,0.06283843,0,1,0.30871806453620454
21940_8030DEEA0,0.06283843,0,1,0.30871806453620454
316979_80704EA30,0.06283843,0,1,0.30871806453620454
15055_80DEBAE70,0.06283843,0,1,0.30871806453620454
212_8085F2A30,0.06283843,0,1,0.30871806453620454
24544_80CAFB820,0.06283843,0,1,0.30871806453620454
132725_812BD9200,0.06283843,0,1,0.30871806453620454
26024_807806EC0,0.06283843,0,1,0.30871806453620454
38130_80B16B0B0,0.06283843,0,1,0.30871806453620454
10060_80C4A68D0,0.06283843,0,1,0.30871806453620454
329262_80F998F00,0.06283843,0,1,0.30871806453620454
28694_80B3458C0,0.06283843,0,1,0.30871806453620454
21381_81157FB70,0.06283843,0,1,0.30871806453620454
14433_813294250,0.06283843,0,1,0.30871806453620454
110057_809B06600,0.06283843,0,1,0.30871806453620454
246894_8124DAE40,0.06283843,0,1,0.30871806453620454
39545_804648710,0.06283843,0,1,0.30871806453620454
8798_80DE66820,0.06283843,0,1,0.30871806453620454
13516_80557C700,0.06283843,0,1,0.30871806453620454
131928_80F99CAA0,0.06283843,0,1,0.30871806453620454
14381_8054D6190,0.06283843,0,1,0.30871806453620454
1362_8091EB0E0,0.06283843,0,1,0.30871806453620454
6625_80723DC20,0.06283843,0,1,0.30871806453620454
310123_809AEFE70,0.06283843,0,1,0.30871806453620454
1024_800E6CCF0,0.06283843,0,1,0.30871806453620454
38305_80DB12120,0.06283843,0,1,0.30871806453620454
15916_80C6D0ED0,0.06283843,0,1,0.30871806453620454
32432_80B179A50,0.06283843,0,1,0.30871806453620454
317589_8066210F0,0.06283843,0,1,0.30871806453620454
130219_80E09ECE0,0.06283843,0,1,0.30871806453620454
32439_80EF75CC0,0.06283843,0,1,0.30871806453620454
20_8095E5130,0.06283843,0,1,0.30871806453620454
12_800177BD0,0.06283843,0,1,0.30871806453620454
111031_804624960,0.06283843,0,1,0.30871806453620454
8595_8055BF650,0.06283843,0,1,0.30871806453620454
17222_80D190C10,0.06283843,0,1,0.30871806453620454
29715_810F8E020,0.06283843,0,1,0.30871806453620454
132523_80D218690,0.06283843,0,1,0.30871806453620454
17732_80A00CC20,0.06283843,0,1,0.30871806453620454
24850_80BC9CFA0,0.06283843,0,1,0.30871806453620454
112212_8134CA040,0.06283843,0,1,0.30871806453620454
39833_80D9500C0,0.06283843,0,1,0.30871806453620454
348513_8132A5200,0.06283843,0,1,0.30871806453620454
15643_802596D30,0.06283717,0,3,0.38934788864962727
5328_80D3554F0,0.062831566,0,1,0.307797797635323
31253_810CA06C0,0.062831454,0,889,0.597298276646386
23555_803359F40,0.06283101,0,4,0.45640374949045515
217096_806D69ED0,0.06282849,0,1,0.3081311323749535
24482_80331BD50,0.06282747,0,1,0.30948194642495575
1420_803631B40,0.06282313,0,4,0.5513874441669758
11471_801266C30,0.062819816,0,2,0.3915380693256671
18679_807380980,0.06281827,0,5,0.4459636722067717
12719_8075885F0,0.0628148,0,3,0.39376848518189195
21611_80D125D70,0.0628103,0,1,0.307278176801591
1_801B5F4E0,0.06280978,0,3,0.3912145757320036
39198_814201530,0.06280665,0,889,0.4964699469696667
210292_803FE64B0,0.06280457,0,1,0.31021167968968477
18230_8124DEF80,0.062802255,0,1,0.3074606236827407
11657_8056D21E0,0.06279958,0,3,0.43408031090364796
245141_812B92C20,0.06279709,0,3,0.33486032502164403
215242_806895DE0,0.06279242,0,2,0.3794696148091064
287_8061D21F0,0.06279212,0,2,0.4307774459438178
111491_806406990,0.06279081,0,2,0.38147789665172066
1522_806E61D60,0.062790714,0,3,0.40363314978776954
217680_813376100,0.06278354,0,2,0.38845069899001505
218267_80821A530,0.06278354,0,2,0.38845069899001505
212818_804F80300,0.062778585,0,1,0.3728406724811242
117304_807015BB0,0.062778585,0,1,0.3663838914797319
16450_80A05E3F0,0.062778585,0,1,0.3728406724811242
219805_813008060,0.062778585,0,1,0.3728406724811242
15040_8057F2140,0.062777355,0,1,0.3193827379991108
2843_802F9F050,0.062770315,0,1,0.33621581966402575
1292_8004285A0,0.062768616,0,1,0.3166794809736838
2053_801B7A6A0,0.062762104,0,1,0.3080462786503735
247585_8125678A0,0.06276142,0,4,0.3907316744381212
3045_8027B8130,0.062759735,0,11,0.3753469191153571
2952_803794110,0.06275627,0,1496,0.5035239295671545
28_8060BD4C0,0.06275274,0,2,0.6556894746145481
1665_8025CB0C0,0.06275261,0,3,0.44362988925929386
18549_80FDA6160,0.06274964,0,1,0.3075322450286877
9482_8088B78E0,0.06274895,0,4,0.48570387208088633
20727_807995EF0,0.06274078,0,2,0.46527719895911707
10656_8040EAE40,0.062736645,0,4,0.44788781427394864
71_80505BE70,0.06273656,0,3,0.44613106974050265
11852_801863F20,0.06273202,0,1,0.3114479476834045
112497_804A1FC20,0.06272871,0,1,0.312119049652329
219449_807AD6A50,0.062725455,0,1,0.3826659750333729
21611_81038E660,0.062725455,0,1,0.3826659750333729
1547_800359220,0.062725455,0,1,0.3826659750333729
220_8005BE710,0.0627245,0,2,0.37983370707491526
116904_806F9C700,0.06272191,0,2,0.5181057302063902
115359_80BED8190,0.06272014,0,2,0.382385341356164
1_8088F44E0,0.062719755,0,1,0.3114479476834045
15625_805EAAC30,0.062719546,0,2,0.47721865040596023
1490_8016BEDC0,0.06271317,0,1,0.31899951452032493
44797_81330BF00,0.062711164,0,3,0.3943094451576097
122086_812D40270,0.062710404,0,3,0.42382026814907936
129076_81334ED80,0.06270801,0,1,0.31006531591316355
1490_80AB92B90,0.062706664,0,1,0.31518190323684364
16649_8064302C0,0.062700614,0,2,0.8472464596058272
4523_802C2E5B0,0.062700614,0,2,0.8432432992604628
17491_806AA8680,0.06269907,0,2,0.417100896932034
1_803C599C0,0.06269655,0,3,0.3880898775520805
3655_806959F10,0.06268877,0,2,0.38845069899001505
123612_808EE6F30,0.062685296,0,3,0.40799989640768536
1467_811CDDEB0,0.06268402,0,1496,0.5463625847999233
11899_8052CAB00,0.06268233,0,5,0.42411465546741794
112637_8050570D0,0.0626815,0,4,0.7534563280684842
24515_8062D2590,0.06268065,0,1,0.3077148427632307
22205_812C5D7C0,0.062679514,0,1,0.3074606236827407
6075_80B5CDDF0,0.06267815,0,1,0.3114479476834045
18475_807E562E0,0.06267226,0,1,0.31006531591316355
15695_80C09A570,0.06267057,0,1,0.31413135319076135
22062_808948F00,0.06266417,0,1,0.33241111503616816
16788_804DF51A0,0.062662974,0,1,0.3074606236827407
27564_812A68530,0.06266269,0,3,0.41412232507618474
136651_81023BD10,0.06265898,0,1,0.3074606236827407
18549_80882FC90,0.06265898,0,1,0.3074606236827407
17748_80B55A4F0,0.06265871,0,3,0.4909504175676257
2952_80244CD10,0.06265429,0,1,0.3322183678984061
2991_801957AA0,0.06265196,0,5,0.6726645829454184
25547_809EBF7C0,0.06264973,0,2,0.3773272251926093
12_80010E130,0.06264967,0,3,0.46501031647050595
27684_8032EB230,0.06264403,0,3,0.5179564173216166
138349_810B51F30,0.06263739,0,2,0.43340276097833164
3045_806C0BF30,0.06263729,0,4,0.5443969018358655
2947_8022AA220,0.06263568,0,2,0.38845069899001505
12963_805F0D2C0,0.06263568,0,2,0.38845069899001505
19474_805DE1DC0,0.06263568,0,2,0.38845069899001505
132923_80E41F860,0.06263568,0,2,0.38845069899001505
15055_812B1C730,0.06263345,0,2,0.3830491395312672
111141_804EE9610,0.06263025,0,1,0.31190024862564397
217496_806F27860,0.06262789,0,3,0.3912886433477151
117999_80BCC4AF0,0.062626556,0,1,0.31413135319076135
3489_80271FED0,0.06262443,0,2,0.3894643129943541
11974_8042B55B0,0.06262443,0,2,0.3894643129943541
701_80592FF40,0.06262443,0,2,0.3894643129943541
115249_808D35620,0.06262443,0,2,0.3894643129943541
4_80370AE30,0.06262443,0,2,0.3894643129943541
214749_80597C380,0.06262443,0,2,0.3894643129943541
13145_80199EEB0,0.06262443,0,2,0.3894643129943541
123997_813A23A00,0.06262426,0,2,0.37960831406562084
24550_80D1B7ED0,0.062623054,0,2,0.38053519231513094
19705_807509400,0.06261883,0,3,0.5282841400013786
1502_8002DC560,0.06261623,0,1,0.3074606236827407
21615_808F5CE90,0.0626148,0,3,0.4100203035721098
10057_803B14800,0.06261379,0,3,0.4183409425332021
2824_801133C30,0.0626129,0,2,0.38184425333356936
21831_802AF8220,0.06261223,0,3,0.3382683816929217
217950_807208DA0,0.062610045,0,4,0.39209293469646345
2591_801E03D70,0.06260891,0,1,0.3077148427632307
214615_80FF25C00,0.0626086,0,2,0.45786348715867886
27140_802A21A30,0.06260748,0,2,0.383558565958043
29404_804BAC310,0.06260186,0,9,0.41940229658180567
25749_80B410FB0,0.062601425,0,4,0.4008233225696583
2824_801389B20,0.06259531,0,8,0.5589739134099929
112989_80769E840,0.062592775,0,1,0.5575640658705263
218665_8073B40B0,0.062592775,0,1,0.5575640658705263
112637_804D88030,0.062591895,0,2,0.3801406122538526
1665_802509060,0.06259044,0,2,0.42617237144032877
5627_80397ECE0,0.06259011,0,4,0.34011627429225477
17327_8043A7A50,0.0625848,0,1,0.31932098264718123
13037_804D7E440,0.062584355,0,3,0.48516796294621783
1241_810655BD0,0.062584035,0,1,0.3077148427632307
25547_8053EF5E0,0.062582076,0,3,0.36983891615768
1_8001AA760,0.06257914,0,1,0.353741115933863
16513_8122A01E0,0.06257194,0,1,0.3296482639731488
21575_800C4CD40,0.06257146,0,2,0.41486188325802414
10581_809E675C0,0.062570415,0,3,0.4365990103123309
13037_8086E3300,0.062569305,0,3,0.3498610744370532
8455_803534980,0.062566765,0,1,0.3416984302346293
16224_8103826F0,0.06256405,0,4,0.407559367132919
1_8013EC3C0,0.06256215,0,2,0.4101499914670783
223030_80D542F00,0.06256019,0,4,0.4513678121399815
21550_80AE7FFE0,0.06255829,0,1,0.3147297146501305
137357_810D0CCB0,0.062557526,0,2,0.38845069899001505
8455_80A0056D0,0.06255238,0,1,0.3112631347274731
110836_8045C0300,0.06255238,0,1,0.3112631347274731
21749_80C73EA60,0.06255137,0,889,0.5545023111078508
11_813BA3B10,0.0625511,0,3,0.39461068006117156
21940_8015AEA90,0.06254252,0,1,0.31413135319076135
1601_8022926E0,0.06254252,0,1,0.31413135319076135
23885_803192070,0.06254121,0,4,0.4008104174478506
9209_8137B8120,0.06254113,0,2,0.38845069899001505
1024_801221A90,0.0625381,0,1,0.3731092969502714
10099_8044415B0,0.06253705,0,2,0.8031498529392921
223641_80BAA4CB0,0.0625356,0,1,0.3077148427632307
215841_80FEE8780,0.0625356,0,1,0.3077148427632307
4242_8019E1A50,0.0625356,0,1,0.3077148427632307
3655_810CACDD0,0.0625356,0,1,0.3077148427632307
12585_804E7F450,0.06253553,0,2,0.4170974943851356
1411_8117BB1B0,0.06253416,0,2,0.3868993881969107
16678_806A7FF20,0.06253349,0,1,0.5297115266370749
21749_80FBB01D0,0.06252917,0,1,0.3077148427632307
218202_808AD6A20,0.06252917,0,1,0.3077148427632307
29292_814753640,0.06252659,0,1,0.412980629348326
21360_81323FA60,0.0625209,0,3,0.33486032502164403
40933_811110820,0.0625209,0,3,0.33486032502164403
19474_804B15C40,0.06251587,0,3,0.3808745356407732
28627_80DC90EF0,0.062510304,0,2,0.38252698796576456
121698_80A4F2B80,0.062509626,0,1496,0.5456237618942413
15055_807B17810,0.06250915,0,1,0.30871806453620454
132523_80ECAAC30,0.06250687,0,2,0.3794696148091064
3242_80177CC50,0.06250462,0,1,0.3319219313424014
218783_807158590,0.062504426,0,2,0.5408956814561414
251001_81336CF30,0.06249933,0,1,0.3075322450286877
19474_804528D60,0.06249933,0,1,0.3075322450286877
11405_807318FD0,0.06249933,0,1,0.3075322450286877
210617_8050621E0,0.06249933,0,1,0.3075322450286877
4600_8062C6280,0.06249933,0,1,0.3075322450286877
16109_803C7D560,0.06249933,0,1,0.3075322450286877
8354_803348E30,0.06249933,0,1,0.3075322450286877
28255_8042D5090,0.06249933,0,1,0.3075322450286877
27402_8124A84F0,0.06249933,0,1,0.3075322450286877
214609_811714860,0.06249933,0,1,0.3075322450286877
20861_811E3CF40,0.06249933,0,1,0.3075322450286877
1047_8017A3080,0.06249933,0,1,0.3075322450286877
18200_80E716E50,0.06249933,0,1,0.3075322450286877
13345_801EE95A0,0.06249933,0,1,0.3075322450286877
8074_812715580,0.06249933,0,1,0.3075322450286877
121453_8082067B0,0.06249933,0,1,0.3075322450286877
18951_80ED71E40,0.06249933,0,1,0.3075322450286877
233603_811671580,0.06249933,0,1,0.3075322450286877
701_807330CD0,0.06249933,0,1,0.3075322450286877
1411_800A5AFD0,0.06249933,0,1,0.3075322450286877
17321_8097BE860,0.06249933,0,1,0.3075322450286877
25768_807D0C980,0.06249933,0,1,0.3075322450286877
215897_8081A9E70,0.06249933,0,1,0.3075322450286877
18460_80DE123A0,0.06249933,0,1,0.3075322450286877
12_805720140,0.06249933,0,1,0.3075322450286877
17732_80311E250,0.06249933,0,1,0.3075322450286877
214322_808DF9CB0,0.06249933,0,1,0.3075322450286877
11030_811456790,0.06249933,0,1,0.3075322450286877
11813_805A376B0,0.06249933,0,1,0.3075322450286877
23_802DE4DA0,0.06249933,0,1,0.3075322450286877
1522_8007F3EA0,0.06249933,0,1,0.3075322450286877
1124_80A0B4EA0,0.06249933,0,1,0.3075322450286877
11974_8077F35A0,0.06249933,0,1,0.3075322450286877
7195_803E96050,0.06249933,0,1,0.3075322450286877
224466_8091E97B0,0.06249933,0,1,0.3075322450286877
223645_80D1D2E10,0.06249933,0,1,0.3075322450286877
221731_80C003060,0.06249933,0,1,0.3075322450286877
249007_813BB2060,0.06249933,0,1,0.3075322450286877
19535_805167930,0.06249933,0,1,0.3075322450286877
238744_80E681810,0.06249933,0,1,0.3075322450286877
11318_80C1361A0,0.06249933,0,1,0.3075322450286877
29404_80A6B60F0,0.06249933,0,1,0.3075322450286877
217950_80ED2EB50,0.06249933,0,1,0.3075322450286877
10_80130A850,0.06249933,0,1,0.3075322450286877
123308_812B23730,0.06249933,0,1,0.3075322450286877
11296_801851190,0.06249933,0,1,0.3075322450286877
238286_811D3DC50,0.06249933,0,1,0.3075322450286877
15730_8028774D0,0.06249933,0,1,0.3075322450286877
12797_8011D2BD0,0.06249933,0,1,0.3075322450286877
6156_802C4BC30,0.06249933,0,1,0.3075322450286877
23691_801F24FE0,0.06249933,0,1,0.3075322450286877
220541_8086CB400,0.06249933,0,1,0.3075322450286877
12893_80BC2DE30,0.06249933,0,1,0.3075322450286877
1420_805416B70,0.06249933,0,1,0.3075322450286877
136973_811095A70,0.06249933,0,1,0.3075322450286877
12461_8074618E0,0.06249933,0,1,0.3075322450286877
112354_80B31B380,0.06249933,0,1,0.3075322450286877
8455_80B5B6670,0.06249933,0,1,0.3075322450286877
111491_80C09BED0,0.06249933,0,1,0.3075322450286877
12_8009AC210,0.06249933,0,1,0.3075322450286877
4242_813905E80,0.06249933,0,1,0.3075322450286877
5329_802CF5B20,0.06249933,0,1,0.3075322450286877
11899_8131245C0,0.062498674,0,1,0.3114479476834045
26_808CA6C10,0.062497847,0,4,0.42593722129010725
233252_80C263DA0,0.062497847,0,4,0.42593722129010725
16450_807231BA0,0.062497348,0,1,0.3081311323749535
14011_807949C00,0.0624929,0,3,0.3485703386896344
29191_80E8086C0,0.062484477,0,2,0.6381172565824959
121358_810C5AF40,0.062480398,0,1,0.3226752207226621
111812_8145ECD20,0.062480398,0,1,0.3226752207226621
14757_8059B53E0,0.062480398,0,1,0.3226752207226621
112064_805C059A0,0.062480398,0,1,0.3226752207226621
312673_8122AAA20,0.062480398,0,1,0.3226752207226621
132445_814213600,0.062480398,0,1,0.3226752207226621
210404_813037950,0.062480398,0,1,0.3226752207226621
116843_8063C9AB0,0.062480398,0,1,0.3226752207226621
316841_806A2A050,0.062480398,0,1,0.3226752207226621
220541_8076C7400,0.062480398,0,1,0.3226752207226621
315503_805F450C0,0.062480398,0,1,0.3226752207226621
110057_803B59770,0.062480398,0,1,0.3226752207226621
10581_803F38080,0.062480398,0,1,0.3226752207226621
11405_806D0A6A0,0.062480398,0,1,0.3226752207226621
311065_804156990,0.062480398,0,1,0.3226752207226621
236867_81171C9F0,0.062480398,0,1,0.3226752207226621
23003_80BA0F290,0.062480398,0,1,0.3226752207226621
1501_802178050,0.062480398,0,1,0.3226752207226621
219969_809478AC0,0.062480398,0,1,0.3226752207226621
6075_80396D300,0.062480398,0,1,0.3226752207226621
233564_80E0CF790,0.062480398,0,1,0.3226752207226621
316632_806FB7770,0.062480398,0,1,0.3226752207226621
513_8035FED30,0.062480398,0,1,0.3226752207226621
49314_8127DF660,0.062480398,0,1,0.3226752207226621
112989_805FE77F0,0.062480398,0,1,0.3226752207226621
39544_803877740,0.062480398,0,1,0.3226752207226621
287_80659FF70,0.062480398,0,1,0.3226752207226621
313842_804BBB2C0,0.062480398,0,1,0.3226752207226621
17327_8037A34B0,0.062480398,0,1,0.3226752207226621
319508_807139F30,0.062480398,0,1,0.3226752207226621
312629_805C83150,0.062480398,0,1,0.3226752207226621
14650_80B512C10,0.062480398,0,1,0.3226752207226621
7_806114770,0.062480398,0,1,0.3226752207226621
311349_8044EF640,0.062480398,0,1,0.3226752207226621
11813_81283D7F0,0.062480398,0,1,0.3226752207226621
30474_80CADABD0,0.062480398,0,1,0.3226752207226621
15_8145BCEC0,0.062480398,0,1,0.3226752207226621
318419_806B007F0,0.062480398,0,1,0.3226752207226621
1501_801106AF0,0.062480398,0,1,0.3226752207226621
